#Annotated with Bakta v1.11.3, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	1171350	1172729	-	OEJLDF_01229	48.1	6.7	PF00580.27|UvrD-helicase, PF13086.12|AAA_11, PF13245.12|AAA_19, PF13604.12|AAA_30, PF21185.3|RecD_N	PFAM:PF00580.27, PFAM:PF13086.12, PFAM:PF13245.12, PFAM:PF13604.12, PFAM:PF21185.3
contig_1	1176075	1177031	-	OEJLDF_01231	34.8	5.8	PF17946.7|RecC_C	PFAM:PF17946.7
contig_1	1177021	1179447	-	OEJLDF_01232	87.6	5.5		
contig_1	1179550	1181427	+	OEJLDF_01233	66.8	5.8	PF00580.27|UvrD-helicase, PF13245.12|AAA_19, PF13361.12|UvrD_C	PFAM:PF00580.27, PFAM:PF13245.12, PFAM:PF13361.12
contig_1	1181381	1181704	+	OEJLDF_01234	11.7	5.3	PF00570.28|HRDC	PFAM:PF00570.28
contig_1	1181761	1182537	-	OEJLDF_01235	27.1	9.6		
contig_1	1183640	1184224	+	OEJLDF_01237	21.4	11.0		
contig_1	1184233	1184934	+	OEJLDF_01238	24.4	12.0		
contig_1	1185407	1185721	-	OEJLDF_01239	11.4	6.8		
contig_1	1186165	1187004	+	OEJLDF_01240	29.4	4.6	PF00595.29|PDZ, PF05362.19|Lon_C, PF13180.12|PDZ_2	PFAM:PF00595.29, PFAM:PF05362.19, PFAM:PF13180.12
contig_1	1187718	1190657	+	OEJLDF_01242	107.3	6.2		
contig_1	1190821	1191321	-	OEJLDF_01243	17.4	7.8	PF05193.26|Peptidase_M16_C	PFAM:PF05193.26
contig_1	1191318	1192103	-	OEJLDF_01244	28.6	5.4	PF05193.26|Peptidase_M16_C	PFAM:PF05193.26
contig_1	1194900	1195190	+	OEJLDF_01247	10.5	5.2	PF14542.12|Acetyltransf_CG	PFAM:PF14542.12
contig_1	1195353	1196135	+	OEJLDF_01248	27.6	5.7	PF04055.27|Radical_SAM	PFAM:PF04055.27
contig_1	1196132	1196500	+	OEJLDF_01249	13.3	5.1	PF06968.18|BATS	PFAM:PF06968.18
contig_1	1200179	1200667	+	OEJLDF_01254	17.2	9.2	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_1	1200673	1201035	+	OEJLDF_01255	13.1	4.7		
contig_1	1204272	1204571	-	OEJLDF_01259	10.5	4.8	PF09992.14|NAGPA	PFAM:PF09992.14
contig_1	1206189	1206818	+	OEJLDF_01261	23.7	10.9	PF09359.15|VTC	PFAM:PF09359.15
contig_1	1206815	1208344	+	OEJLDF_01262	49.9	4.1	PF14262.12|Cthe_2159	PFAM:PF14262.12
contig_1	1208341	1208547	+	OEJLDF_01263	6.5	8.3		
contig_1	1214322	1214573	+	OEJLDF_01270	9.8	4.2	PF12282.15|GAF_PdtaS	PFAM:PF12282.15
contig_1	1214585	1215160	+	OEJLDF_01271	20.3	5.4	PF12282.15|GAF_PdtaS	PFAM:PF12282.15
contig_1	1215160	1215828	+	OEJLDF_01272	23.8	5.1	PF02518.31|HATPase_c, PF07536.20|HWE_HK, PF07568.18|HisKA_2, PF13581.12|HATPase_c_2	PFAM:PF02518.31, PFAM:PF07536.20, PFAM:PF07568.18, PFAM:PF13581.12
contig_1	1221680	1222648	-	OEJLDF_01276	34.3	11.4		
contig_1	1222624	1222974	-	OEJLDF_01277	12.2	6.8		
contig_1	1223115	1223645	-	OEJLDF_01278	20.1	10.6		
contig_1	1223642	1223833	-	OEJLDF_01279	7.3	9.7		
contig_1	1223845	1224531	-	OEJLDF_01280	25.0	9.9		
contig_1	1224773	1225135	+	OEJLDF_01281	12.6	10.7	PF09335.16|VTT_dom	PFAM:PF09335.16
contig_1	1225132	1225578	+	OEJLDF_01282	15.8	10.3		
contig_1	1227275	1228234	+	OEJLDF_01284	33.4	5.2	PF00742.24|Homoserine_dh, PF03447.22|NAD_binding_3	PFAM:PF00742.24, PFAM:PF03447.22
contig_1	1228231	1228599	+	OEJLDF_01285	13.5	7.0	PF01842.31|ACT, PF22629.2|ACT_AHAS_ss	PFAM:PF01842.31, PFAM:PF22629.2
contig_1	1229625	1229888	+	OEJLDF_01287	9.2	9.9	PF07498.18|Rho_N	PFAM:PF07498.18
contig_1	1229836	1230174	+	OEJLDF_01288	12.2	11.3		
contig_1	1234505	1234873	+	OEJLDF_01293	11.7	4.1		
contig_1	1234882	1236018	+	OEJLDF_01294	40.8	9.4		
contig_1	1236096	1236533	+	OEJLDF_01295	15.1	11.4		
contig_1	1236530	1236754	+	OEJLDF_01296	8.0	5.4		
contig_1	1237903	1238457	+	OEJLDF_01299	20.2	5.3	PF00430.23|ATP-synt_B	PFAM:PF00430.23
contig_1	1238643	1239233	+	OEJLDF_01300	21.2	5.1		
contig_1	1243845	1244174	+	OEJLDF_01305	12.0	12.0		
contig_1	1244323	1245636	+	OEJLDF_01306	47.8	8.9	PF03099.24|BPL_LplA_LipB, PF21948.1|LplA-B_cat	PFAM:PF03099.24, PFAM:PF21948.1
contig_1	1247071	1247349	-	OEJLDF_01309	10.5	10.8		
contig_1	1250146	1250526	-	OEJLDF_01312	13.8	9.2		
contig_1	1256684	1258474	-	OEJLDF_01318	65.6	10.4	PF02922.24|CBM_48, PF18085.6|Mak_N_cap	PFAM:PF02922.24, PFAM:PF18085.6
contig_1	1262615	1263955	+	OEJLDF_01321	49.4	5.3		
contig_1	1263948	1265207	+	OEJLDF_01322	46.2	5.2		
contig_1	1265371	1265997	-	OEJLDF_01323	21.9	6.5		
contig_1	1265958	1266242	-	OEJLDF_01324	9.5	6.0		
contig_1	1266224	1266811	-	OEJLDF_01325	20.9	4.9		
contig_1	1267029	1267997	-	OEJLDF_01326	35.7	4.3		
contig_1	1267940	1269220	-	OEJLDF_01327	46.2	5.3	PF00128.31|Alpha-amylase, PF02922.24|CBM_48	PFAM:PF00128.31, PFAM:PF02922.24
contig_1	1271651	1271854	+	OEJLDF_01330	7.4	10.3		
contig_1	1276280	1276780	+	OEJLDF_01334	17.1	11.0		
contig_1	1276777	1278765	+	OEJLDF_01335	73.1	9.3		
contig_1	1280071	1281006	-	OEJLDF_01337	32.6	6.0	PF00557.29|Peptidase_M24	PFAM:PF00557.29
contig_1	1289206	1291017	+	OEJLDF_01346	65.7	7.0	PF01381.28|HTH_3, PF12844.13|HTH_19, PF13560.12|HTH_31	PFAM:PF01381.28, PFAM:PF12844.13, PFAM:PF13560.12
contig_1	1291836	1292360	+	OEJLDF_01348	19.0	12.0		
contig_1	1296363	1296827	-	OEJLDF_01353	16.8	5.3	PF01037.27|AsnC_trans_reg, PF01047.28|MarR, PF09339.16|HTH_IclR, PF13404.12|HTH_AsnC-type, PF13412.12|HTH_24	PFAM:PF01037.27, PFAM:PF01047.28, PFAM:PF09339.16, PFAM:PF13404.12, PFAM:PF13412.12
contig_1	1297595	1298290	-	OEJLDF_01355	26.4	6.2		
contig_1	1298266	1298847	-	OEJLDF_01356	20.5	5.4		
contig_1	1300033	1300476	-	OEJLDF_01358	15.5	5.7		
contig_1	1300506	1300922	-	OEJLDF_01359	14.4	9.5		
contig_1	1305996	1306478	-	OEJLDF_01366	17.6	5.8		
contig_1	1310386	1310709	+	OEJLDF_01369	11.9	11.2		
contig_1	1316003	1318192	+	OEJLDF_01373	82.0	5.4		SO:0001217, UniRef:UniRef50_A0A2C8BB75
contig_1	1318532	1318837	-	OEJLDF_01374	11.0	10.0	PF13601.12|HTH_34	PFAM:PF13601.12
contig_1	1318830	1319000	-	OEJLDF_01375	5.9	10.7		
contig_1	1319521	1319847	+	OEJLDF_01376	11.4	10.1		
contig_1	1319877	1320395	+	OEJLDF_01377	17.1	9.9	PF00892.27|EamA	PFAM:PF00892.27
contig_1	1321117	1321311	-	OEJLDF_01378	6.8	11.2		
contig_1	1321491	1322621	-	OEJLDF_01379	38.9	5.7	PF00440.29|TetR_N, PF17937.6|TetR_C_28	PFAM:PF00440.29, PFAM:PF17937.6
contig_1	1322561	1323595	-	OEJLDF_01380	36.4	9.3		
contig_1	1323874	1324227	+	OEJLDF_01381	13.8	6.3		
contig_1	1326390	1327040	-	OEJLDF_01384	23.0	5.1	PF20463.3|PDH_C	PFAM:PF20463.3
contig_1	1327115	1327528	-	OEJLDF_01385	14.2	6.2	PF02153.23|PDH_N	PFAM:PF02153.23
contig_1	1327530	1327766	-	OEJLDF_01386	8.2	8.4		
contig_1	1327763	1328254	-	OEJLDF_01387	17.8	5.6	PF00227.31|Proteasome	PFAM:PF00227.31
contig_1	1341838	1342194	-	OEJLDF_01398	13.0	6.3		
contig_1	1342139	1343857	-	OEJLDF_01399	61.3	9.7	PF17764.6|PriA_3primeBD	PFAM:PF17764.6
contig_1	1353435	1354640	-	OEJLDF_01409	45.0	5.3	PF01029.23|NusB, PF01132.26|EFP, PF08207.18|EFP_N	PFAM:PF01029.23, PFAM:PF01132.26, PFAM:PF08207.18
contig_1	1356445	1356729	-	OEJLDF_01411	10.0	9.6		
contig_1	1356731	1357099	-	OEJLDF_01412	13.2	5.6		
contig_1	1357798	1357908	-	OEJLDF_01413	4.0	4.9		
contig_1	1357905	1358870	-	OEJLDF_01414	35.1	9.4		
contig_1	1358867	1359025	-	OEJLDF_01415	5.6	5.2		
contig_1	1364964	1365686	-	OEJLDF_01420	25.3	4.8	PF00152.25|tRNA-synt_2	PFAM:PF00152.25
contig_1	1366098	1366811	-	OEJLDF_01421	25.9	5.9	PF00152.25|tRNA-synt_2, PF01336.31|tRNA_anti-codon	PFAM:PF00152.25, PFAM:PF01336.31
contig_1	1368292	1368594	-	OEJLDF_01423	11.0	4.8	PF03306.18|AAL_decarboxy	PFAM:PF03306.18
contig_1	1368729	1369106	-	OEJLDF_01424	13.5	5.9	PF03306.18|AAL_decarboxy	PFAM:PF03306.18
contig_1	1369220	1369945	-	OEJLDF_01425	25.6	5.2	PF03129.25|HGTP_anticodon, PF13393.11|tRNA-synt_His	PFAM:PF03129.25, PFAM:PF13393.11
contig_1	1369905	1370552	-	OEJLDF_01426	24.7	5.6	PF13393.11|tRNA-synt_His	PFAM:PF13393.11
contig_1	1371536	1372453	+	OEJLDF_01428	34.6	10.3	PF03993.17|DUF349	PFAM:PF03993.17
contig_1	1372593	1373387	-	OEJLDF_01429	28.8	6.7	PF01842.31|ACT, PF13291.12|ACT_4, PF19296.4|RelA_AH_RIS, PF22629.2|ACT_AHAS_ss	PFAM:PF01842.31, PFAM:PF13291.12, PFAM:PF19296.4, PFAM:PF22629.2
contig_1	1373393	1374553	-	OEJLDF_01430	43.7	6.0	PF02824.27|TGS	PFAM:PF02824.27
contig_1	1378569	1379039	-	OEJLDF_01434	16.8	4.4		
contig_1	1380239	1380523	-	OEJLDF_01436	9.8	4.7	PF07499.19|RuvA_C	PFAM:PF07499.19
contig_1	1380469	1380849	-	OEJLDF_01437	13.2	8.6	PF01330.27|RuvA_N, PF14520.12|HHH_5	PFAM:PF01330.27, PFAM:PF14520.12
contig_1	1382672	1383070	-	OEJLDF_01440	14.4	5.0	PF13508.13|Acetyltransf_7	PFAM:PF13508.13
contig_1	1383067	1383708	-	OEJLDF_01441	24.1	5.4		
contig_1	1387151	1388308	-	OEJLDF_01446	41.3	5.2		
contig_1	1389232	1389438	+	OEJLDF_01448	7.3	8.2		
contig_1	1389435	1389749	+	OEJLDF_01449	10.9	11.2		
contig_1	1389660	1390508	-	OEJLDF_01450	29.1	9.3		SO:0001217, UniRef:UniRef50_A0A0A8RW76
contig_1	1394379	1395194	+	OEJLDF_01452	27.6	11.4	PF03729.18|DUF308	PFAM:PF03729.18
contig_1	1396531	1397019	-	OEJLDF_01454	17.2	4.8		
contig_1	1400495	1401037	-	OEJLDF_01456	19.4	5.9	PF00310.26|GATase_2	PFAM:PF00310.26
contig_1	1404285	1405145	-	OEJLDF_01461	30.4	5.0	PF00218.27|IGPS, PF01070.24|FMN_dh	PFAM:PF00218.27, PFAM:PF01070.24
contig_1	1407139	1407858	+	OEJLDF_01464	26.0	9.5	PF11716.13|MDMPI_N	PFAM:PF11716.13
contig_1	1409079	1409639	-	OEJLDF_01466	20.3	4.6	PF00749.27|tRNA-synt_1c	PFAM:PF00749.27
contig_1	1411460	1412806	+	OEJLDF_01469	47.2	10.2	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_1	1412824	1413204	+	OEJLDF_01470	13.7	5.9	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_1	1413370	1414035	+	OEJLDF_01471	24.7	5.6		
contig_1	1414002	1414406	+	OEJLDF_01472	14.7	4.1		
contig_1	1415791	1416408	+	OEJLDF_01474	21.9	10.5		
contig_1	1416458	1416745	-	OEJLDF_01475	10.2	4.3		
contig_1	1417143	1417385	-	OEJLDF_01476	8.3	6.2		
contig_1	1417788	1418318	+	OEJLDF_01477	18.7	5.3	PF00365.25|PFK	PFAM:PF00365.25
contig_1	1418315	1419001	+	OEJLDF_01478	24.7	4.9		
contig_1	1419331	1419897	-	OEJLDF_01480	20.4	5.6		SO:0001217, UniRef:UniRef50_D7GDW6
contig_1	1420904	1422772	-	OEJLDF_01482	68.2	6.2	PF01807.25|Zn_ribbon_DnaG, PF08275.17|DNAG_N, PF08278.16|DnaG_DnaB_bind, PF10410.14|DnaB_bind, PF13662.12|Toprim_4	PFAM:PF01807.25, PFAM:PF08275.17, PFAM:PF08278.16, PFAM:PF10410.14, PFAM:PF13662.12
contig_1	1422942	1423241	+	OEJLDF_01483	11.0	5.0		
contig_1	1423207	1423572	+	OEJLDF_01484	13.0	5.5		
contig_1	1423674	1424006	+	OEJLDF_01485	11.5	6.8		
contig_1	1424467	1424673	+	OEJLDF_01486	7.3	10.2		
contig_1	1424717	1425709	+	OEJLDF_01487	36.4	7.8		
contig_1	1425990	1426769	+	OEJLDF_01488	26.6	6.1		
contig_1	1426893	1427099	+	OEJLDF_01489	7.6	6.5		
contig_1	1427364	1427540	+	OEJLDF_01490	6.5	9.3	PF05154.21|TM2	PFAM:PF05154.21
contig_1	1427852	1428709	-	OEJLDF_01492	29.9	4.7		
contig_1	1428871	1429059	+	OEJLDF_01493	6.6	4.1		
contig_1	1432219	1433664	+	OEJLDF_01497	51.7	4.9	PF01656.29|CbiA, PF07685.20|GATase_3, PF13500.12|AAA_26	PFAM:PF01656.29, PFAM:PF07685.20, PFAM:PF13500.12
contig_1	1434257	1434547	+	OEJLDF_01499	9.8	12.0	PF01656.29|CbiA	PFAM:PF01656.29
contig_1	1434553	1434900	+	OEJLDF_01500	12.0	9.9		
contig_1	1435057	1436862	+	OEJLDF_01501	64.3	6.7	PF00155.27|Aminotran_1_2, PF07685.20|GATase_3	PFAM:PF00155.27, PFAM:PF07685.20
contig_1	1438380	1438994	+	OEJLDF_01504	22.4	9.0	PF00440.29|TetR_N	PFAM:PF00440.29
contig_1	1439808	1441469	+	OEJLDF_01506	57.6	5.2		
contig_1	1441499	1441912	+	OEJLDF_01507	14.9	9.5		
contig_1	1443452	1443868	-	OEJLDF_01509	15.1	4.7	PF21478.3|GcvP2_C	PFAM:PF21478.3
contig_1	1447274	1447534	-	OEJLDF_01512	9.3	4.1	PF02577.19|BFN_dom	PFAM:PF02577.19
contig_1	1447567	1447734	-	OEJLDF_01513	5.9	4.1		
contig_1	1447736	1448131	-	OEJLDF_01514	14.6	9.4		
contig_1	1448256	1448468	-	OEJLDF_01515	7.2	8.9		
contig_1	1449551	1450348	-	OEJLDF_01518	28.2	6.2		
contig_1	1452266	1452982	-	OEJLDF_01522	25.7	6.3	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_1	1452966	1453310	-	OEJLDF_01523	12.0	6.3	PF13439.12|Glyco_transf_4	PFAM:PF13439.12
contig_1	1453408	1453869	-	OEJLDF_01524	17.6	7.0		
contig_1	1453921	1454250	-	OEJLDF_01525	12.8	11.5		
contig_1	1459273	1459875	+	OEJLDF_01533	21.3	9.6	PF01903.22|CbiX	PFAM:PF01903.22
contig_1	1459970	1460113	+	OEJLDF_01534	4.9	4.1		
contig_1	1462348	1462947	+	OEJLDF_01538	21.8	4.5		
contig_1	1466398	1466928	-	OEJLDF_01542	19.1	9.0		SO:0001217, UniRef:UniRef50_A0A7X7V7E9
contig_1	1470417	1471208	-	OEJLDF_01546	27.9	10.3		
contig_1	1471175	1471846	-	OEJLDF_01547	23.2	9.5		
contig_1	1473474	1473758	+	OEJLDF_01549	9.8	5.2		
contig_1	1473740	1474198	+	OEJLDF_01550	15.9	8.3		
contig_1	1474255	1474446	+	OEJLDF_01551	6.5	5.8		
contig_1	1476587	1477630	-	OEJLDF_01554	36.6	6.8	PF01938.26|TRAM	PFAM:PF01938.26
contig_1	1477627	1478952	-	OEJLDF_01555	48.7	9.8		
contig_1	1478904	1479287	-	OEJLDF_01556	13.8	9.5		
contig_1	1479378	1479488	+	OEJLDF_01557	3.6	8.3		
contig_1	1479959	1480453	+	OEJLDF_01558	17.8	5.0	PF02080.26|TrkA_C, PF02254.24|TrkA_N	PFAM:PF02080.26, PFAM:PF02254.24
contig_1	1481142	1481522	-	OEJLDF_01560	13.8	10.7		
contig_1	1481519	1481692	-	OEJLDF_01561	5.9	4.4		
contig_1	1481707	1482339	-	OEJLDF_01562	22.9	4.1		
contig_1	1482629	1482949	+	OEJLDF_01563	11.1	9.4		
contig_1	1486237	1486722	-	OEJLDF_01567	17.7	5.1		
contig_1	1487246	1487572	+	OEJLDF_01568	12.0	6.5	PF09949.15|APP1_cat	PFAM:PF09949.15
contig_1	1487563	1487967	+	OEJLDF_01569	14.6	11.2	PF09949.15|APP1_cat	PFAM:PF09949.15
contig_1	1489022	1490260	+	OEJLDF_01571	45.1	4.9	PF00521.26|DNA_topoisoIV, PF03989.18|DNA_gyraseA_C	PFAM:PF00521.26, PFAM:PF03989.18
contig_1	1490313	1490552	+	OEJLDF_01572	8.2	8.0		
contig_1	1490658	1491131	+	OEJLDF_01573	16.1	4.9	PF02558.23|ApbA	PFAM:PF02558.23
contig_1	1491128	1491574	+	OEJLDF_01574	16.1	5.2	PF08546.17|ApbA_C	PFAM:PF08546.17
contig_1	1491599	1491787	-	OEJLDF_01575	7.0	4.4		
contig_1	1491754	1493196	-	OEJLDF_01576	53.0	8.9	PF00204.31|DNA_gyraseB	PFAM:PF00204.31
contig_1	1493876	1494067	+	OEJLDF_01578	6.8	8.6	PF24254.1|DUF7455	PFAM:PF24254.1
contig_1	1496153	1496788	-	OEJLDF_01581	22.1	9.9		
contig_1	1498179	1498574	-	OEJLDF_01583	14.2	9.8	PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00532.27, PFAM:PF13377.12
contig_1	1498541	1498987	-	OEJLDF_01584	16.1	6.7	PF00532.27|Peripla_BP_1	PFAM:PF00532.27
contig_1	1499449	1499928	+	OEJLDF_01585	17.0	9.0		
contig_1	1499897	1500790	+	OEJLDF_01586	32.7	5.1		
contig_1	1501814	1502575	-	OEJLDF_01588	27.7	6.0		
contig_1	1508521	1508832	-	OEJLDF_01591	11.3	10.8		
contig_1	1508817	1509512	-	OEJLDF_01592	24.5	9.7		
contig_1	1512160	1512909	-	OEJLDF_01595	26.2	5.3		
contig_1	1513244	1513522	+	OEJLDF_01596	9.4	4.2		
contig_1	1513468	1514679	-	OEJLDF_01597	44.3	5.9	PF01266.30|DAO, PF04324.20|Fer2_BFD	PFAM:PF01266.30, PFAM:PF04324.20
contig_1	1514706	1515095	-	OEJLDF_01598	13.4	4.5	PF01266.30|DAO	PFAM:PF01266.30
contig_1	1516335	1517600	-	OEJLDF_01600	45.5	4.8		
contig_1	1517567	1518736	-	OEJLDF_01601	41.8	6.3		
contig_1	1518744	1519223	-	OEJLDF_01602	17.9	5.4		
contig_1	1520209	1520475	-	OEJLDF_01604	8.6	12.0		
contig_1	1520472	1520975	-	OEJLDF_01605	16.2	11.2		
contig_1	1525801	1526493	-	OEJLDF_01609	24.8	4.7	PF01678.24|DAP_epimerase	PFAM:PF01678.24
contig_1	1526490	1526642	-	OEJLDF_01610	5.4	8.0		
contig_1	1530081	1531616	-	OEJLDF_01614	55.8	5.3	PF00013.35|KH_1, PF12072.13|RNase_Y_N	PFAM:PF00013.35, PFAM:PF12072.13
contig_1	1531777	1532391	-	OEJLDF_01615	22.6	9.6	PF02631.22|RecX_HTH2, PF21982.2|RecX_HTH1	PFAM:PF02631.22, PFAM:PF21982.2
contig_1	1533821	1533988	+	OEJLDF_01617	6.5	5.5		
contig_1	1534092	1534415	+	OEJLDF_01618	10.7	7.8	PF00270.35|DEAD	PFAM:PF00270.35
contig_1	1534394	1536031	+	OEJLDF_01619	58.3	8.3	PF00270.35|DEAD, PF00271.37|Helicase_C, PF19306.5|WH_Lhr	PFAM:PF00270.35, PFAM:PF00271.37, PFAM:PF19306.5
contig_1	1536126	1537640	+	OEJLDF_01620	55.4	5.3	PF23236.1|WH2_Lhr	PFAM:PF23236.1
contig_1	1537682	1538545	+	OEJLDF_01621	30.8	8.9	PF23234.1|WH4_Lhr, PF23235.1|WH3_Lhr	PFAM:PF23234.1, PFAM:PF23235.1
contig_1	1538542	1538766	+	OEJLDF_01622	8.0	9.9		
contig_1	1539461	1539754	-	OEJLDF_01624	10.1	6.5		
contig_1	1540613	1541812	-	OEJLDF_01626	43.1	4.9	PF04055.27|Radical_SAM, PF18693.7|TRAM_2	PFAM:PF04055.27, PFAM:PF18693.7
contig_1	1541914	1542045	-	OEJLDF_01627	4.6	5.4		
contig_1	1542832	1544445	-	OEJLDF_01629	58.0	9.7	PF01580.24|FtsK_SpoIIIE, PF13491.11|FtsK_4TM, PF17854.6|FtsK_alpha	PFAM:PF01580.24, PFAM:PF13491.11, PFAM:PF17854.6
contig_1	1544547	1544804	+	OEJLDF_01630	8.7	7.9		
contig_1	1545673	1546161	-	OEJLDF_01632	18.6	6.3	PF14278.11|TetR_C_8	PFAM:PF14278.11
contig_1	1548750	1549199	-	OEJLDF_01635	16.2	9.3		
contig_1	1549196	1549552	-	OEJLDF_01636	13.2	11.4		
contig_1	1558860	1559003	+	OEJLDF_01648	5.0	6.0		
contig_1	1559069	1559647	+	OEJLDF_01649	20.5	6.8		
contig_1	1564500	1565564	-	OEJLDF_01654	36.6	11.7		
contig_1	1571405	1571734	+	OEJLDF_01659	11.7	5.1	PF08282.18|Hydrolase_3	PFAM:PF08282.18
contig_1	1571775	1571954	-	OEJLDF_01660	6.4	4.2	PF19279.4|YegS_C	PFAM:PF19279.4
contig_1	1573346	1574119	-	OEJLDF_01662	26.8	8.4	PF19279.4|YegS_C	PFAM:PF19279.4
contig_1	1575536	1577449	-	OEJLDF_01665	70.0	8.7	PF13280.11|WYL, PF19187.6|HTH_PafC	PFAM:PF13280.11, PFAM:PF19187.6
contig_1	1579764	1580360	-	OEJLDF_01668	19.1	6.5	PF00254.34|FKBP_C	PFAM:PF00254.34
contig_1	1580471	1581100	-	OEJLDF_01669	23.6	9.6		
contig_1	1581097	1581252	-	OEJLDF_01670	5.5	8.2		
contig_1	1581245	1582000	-	OEJLDF_01671	26.3	4.5		
contig_1	1582892	1583113	-	OEJLDF_01673	8.1	6.1		
contig_1	1583151	1583732	-	OEJLDF_01674	21.5	5.3	PF01656.29|CbiA, PF06564.18|CBP_BcsQ, PF13614.12|AAA_31	PFAM:PF01656.29, PFAM:PF06564.18, PFAM:PF13614.12
contig_1	1583740	1584048	-	OEJLDF_01675	10.5	9.1	PF00142.24|Fer4_NifH, PF01656.29|CbiA, PF02374.21|ArsA_ATPase, PF06564.18|CBP_BcsQ, PF09140.17|MipZ, PF13614.12|AAA_31	PFAM:PF00142.24, PFAM:PF01656.29, PFAM:PF02374.21, PFAM:PF06564.18, PFAM:PF09140.17, PFAM:PF13614.12
contig_1	1585157	1585384	-	OEJLDF_01677	8.4	4.5		
contig_1	1587651	1588058	-	OEJLDF_01679	14.1	5.8		
contig_1	1588024	1589340	-	OEJLDF_01680	46.9	4.9	PF13476.12|AAA_23	PFAM:PF13476.12
contig_1	1589334	1590014	-	OEJLDF_01681	24.6	5.3	PF01513.26|NAD_kinase, PF20143.4|NAD_kinase_C	PFAM:PF01513.26, PFAM:PF20143.4
contig_1	1590321	1590560	-	OEJLDF_01682	8.3	4.2		
contig_1	1594057	1594848	-	OEJLDF_01687	28.7	4.3		
contig_1	1603255	1604046	-	OEJLDF_01692	28.1	4.7	PF00206.25|Lyase_1, PF14698.11|ASL_C2	PFAM:PF00206.25, PFAM:PF14698.11
contig_1	1604545	1604664	+	OEJLDF_01693	4.3	10.0		
contig_1	1611039	1612895	-	OEJLDF_01700	66.1	4.8	PF03147.19|FDX-ACB, PF03483.22|B3_4, PF03484.21|B5, PF17759.6|tRNA_synthFbeta	PFAM:PF03147.19, PFAM:PF03483.22, PFAM:PF03484.21, PFAM:PF17759.6
contig_1	1612870	1613565	-	OEJLDF_01701	24.7	4.8	PF01588.26|tRNA_bind	PFAM:PF01588.26
contig_1	1614812	1614988	-	OEJLDF_01703	6.1	11.2		
contig_1	1614988	1615479	-	OEJLDF_01704	16.8	5.0		
contig_1	1615473	1615847	-	OEJLDF_01705	13.4	5.7	PF08032.17|SpoU_sub_bind, PF22435.1|MRM3-like_sub_bind	PFAM:PF08032.17, PFAM:PF22435.1
contig_1	1616537	1617265	-	OEJLDF_01708	27.6	9.4	PF00707.27|IF3_C, PF05198.21|IF3_N	PFAM:PF00707.27, PFAM:PF05198.21
contig_1	1617571	1618053	+	OEJLDF_01709	16.8	10.9		
contig_1	1625227	1625475	+	OEJLDF_01717	8.5	5.5		
contig_1	1625596	1626093	+	OEJLDF_01718	17.0	7.8		
contig_1	1627515	1627901	-	OEJLDF_01720	13.8	5.2		
contig_1	1627904	1628224	-	OEJLDF_01721	11.1	5.6		
contig_1	1628221	1628955	-	OEJLDF_01722	26.0	5.3		
contig_1	1634382	1634555	-	OEJLDF_01729	6.6	10.3		
contig_1	1635772	1635981	-	OEJLDF_01731	8.0	5.9	PF02910.25|Succ_DH_flav_C	PFAM:PF02910.25
contig_1	1640147	1640548	-	OEJLDF_01736	14.4	4.6	PF01782.24|RimM, PF05239.21|PRC, PF24986.1|PRC_RimM	PFAM:PF01782.24, PFAM:PF05239.21, PFAM:PF24986.1
contig_1	1644450	1645169	-	OEJLDF_01741	24.8	5.0	PF00448.28|SRP54, PF13604.12|AAA_30	PFAM:PF00448.28, PFAM:PF13604.12
contig_1	1645693	1645890	-	OEJLDF_01742	7.3	11.7		
contig_1	1645972	1646139	-	OEJLDF_01743	6.1	9.3		
contig_1	1646762	1649512	-	OEJLDF_01744	98.5	5.4	PF02463.25|SMC_N, PF06470.18|SMC_hinge, PF13175.12|AAA_15, PF13304.12|AAA_21, PF13476.12|AAA_23, PF13555.12|AAA_29	PFAM:PF02463.25, PFAM:PF06470.18, PFAM:PF13175.12, PFAM:PF13304.12, PFAM:PF13476.12, PFAM:PF13555.12
contig_1	1649550	1649708	-	OEJLDF_01745	5.9	9.5	PF04138.20|GtrA_DPMS_TM	PFAM:PF04138.20
contig_1	1649666	1650163	-	OEJLDF_01746	18.0	11.5	PF04138.20|GtrA_DPMS_TM	PFAM:PF04138.20
contig_1	1651926	1652636	-	OEJLDF_01749	25.5	5.5		
contig_1	1653952	1654497	+	OEJLDF_01752	20.0	10.8	PF01243.27|PNPOx_N	PFAM:PF01243.27
contig_1	1654463	1655425	-	OEJLDF_01753	34.3	5.3	PF00271.37|Helicase_C, PF19833.4|RecG_dom3_C	PFAM:PF00271.37, PFAM:PF19833.4
contig_1	1655401	1656741	-	OEJLDF_01754	48.7	9.7	PF00270.35|DEAD, PF17191.10|RecG_wedge	PFAM:PF00270.35, PFAM:PF17191.10
