#Annotated with Bakta v1.11.3, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	1104402	1105364	+	CNGMIB_01188	35.9	4.5	PF00733.27|Asn_synthase, PF13522.11|GATase_6, PF13537.11|GATase_7	PFAM:PF00733.27, PFAM:PF13522.11, PFAM:PF13537.11
contig_1	1105418	1106119	+	CNGMIB_01189	27.1	7.1	PF00733.27|Asn_synthase	PFAM:PF00733.27
contig_1	1110371	1110565	-	CNGMIB_01194	6.6	9.7		
contig_1	1110517	1110717	-	CNGMIB_01195	7.6	12.0		
contig_1	1115358	1115447	+	CNGMIB_01200	3.4	5.0		
contig_1	1116316	1116972	+	CNGMIB_01202	23.5	4.9	PF04962.18|KduI	PFAM:PF04962.18
contig_1	1116981	1117187	+	CNGMIB_01203	7.8	5.2	PF04962.18|KduI	PFAM:PF04962.18
contig_1	1117286	1117621	+	CNGMIB_01204	12.1	6.7		
contig_1	1123086	1124357	+	CNGMIB_01208	43.0	11.6		SO:0001217, UniRef:UniRef50_D7GFU3
contig_1	1125802	1125969	+	CNGMIB_01210	6.1	8.0		
contig_1	1125930	1126244	-	CNGMIB_01211	10.5	9.3		
contig_1	1126459	1126695	-	CNGMIB_01212	8.8	6.1	PF01116.26|F_bP_aldolase	PFAM:PF01116.26
contig_1	1126671	1127480	-	CNGMIB_01213	29.1	5.8	PF01116.26|F_bP_aldolase	PFAM:PF01116.26
contig_1	1127709	1128335	-	CNGMIB_01214	23.1	11.6		
contig_1	1128414	1129034	-	CNGMIB_01215	23.3	9.7		
contig_1	1138665	1138841	+	CNGMIB_01224	6.0	11.2		
contig_1	1143974	1144189	-	CNGMIB_01228	7.6	11.9		
contig_1	1149661	1149873	-	CNGMIB_01234	7.4	10.6		
contig_1	1152982	1153161	+	CNGMIB_01237	5.9	10.0		
contig_1	1155035	1155298	-	CNGMIB_01240	9.3	5.4		
contig_1	1155274	1156005	-	CNGMIB_01241	26.0	10.2	PF00149.33|Metallophos	PFAM:PF00149.33
contig_1	1156002	1157066	-	CNGMIB_01242	37.0	5.0	PF00905.27|Transpeptidase	PFAM:PF00905.27
contig_1	1157066	1157461	-	CNGMIB_01243	15.0	10.4		
contig_1	1157458	1158207	-	CNGMIB_01244	26.5	5.0	PF00912.28|Transgly	PFAM:PF00912.28
contig_1	1158776	1158967	+	CNGMIB_01246	7.1	4.9		
contig_1	1160453	1160965	+	CNGMIB_01249	19.0	5.5	PF00293.34|NUDIX	PFAM:PF00293.34
contig_1	1161488	1162186	-	CNGMIB_01251	24.1	5.4	PF02896.24|PEP-utilizers_C	PFAM:PF02896.24
contig_1	1162180	1162413	-	CNGMIB_01252	7.9	4.1	PF02896.24|PEP-utilizers_C	PFAM:PF02896.24
contig_1	1162459	1162803	+	CNGMIB_01253	11.5	12.0		
contig_1	1163879	1165582	+	CNGMIB_01255	60.2	6.5	PF19335.5|HMBD	PFAM:PF19335.5
contig_1	1167928	1168077	-	CNGMIB_01258	5.4	4.5		
contig_1	1170796	1171164	-	CNGMIB_01261	13.0	7.8		
contig_1	1171266	1171640	-	CNGMIB_01262	13.3	4.3		
contig_1	1173197	1173577	-	CNGMIB_01264	13.3	9.8		
contig_1	1173780	1174130	-	CNGMIB_01265	11.9	11.5		
contig_1	1174179	1175057	+	CNGMIB_01266	31.6	7.0	PF02837.24|Glyco_hydro_2_N	PFAM:PF02837.24
contig_1	1175054	1176079	+	CNGMIB_01267	38.2	9.3	PF02836.23|Glyco_hydro_2_C	PFAM:PF02836.23
contig_1	1176217	1176663	+	CNGMIB_01268	15.9	4.5	PF00085.26|Thioredoxin, PF13905.12|Thioredoxin_8	PFAM:PF00085.26, PFAM:PF13905.12
contig_1	1177534	1178007	+	CNGMIB_01270	17.3	10.1	PF16697.10|Yop-YscD_cpl	PFAM:PF16697.10
contig_1	1180927	1182351	+	CNGMIB_01273	49.7	5.7	PF00905.27|Transpeptidase, PF21922.1|PBP_dimer_2	PFAM:PF00905.27, PFAM:PF21922.1
contig_1	1184357	1184629	+	CNGMIB_01275	8.7	4.1		
contig_1	1184626	1185069	+	CNGMIB_01276	16.2	8.6	PF00069.31|Pkinase, PF07714.23|PK_Tyr_Ser-Thr	PFAM:PF00069.31, PFAM:PF07714.23
contig_1	1185012	1186127	+	CNGMIB_01277	38.0	9.1	PF00069.31|Pkinase, PF07714.23|PK_Tyr_Ser-Thr	PFAM:PF00069.31, PFAM:PF07714.23
contig_1	1190599	1190958	-	CNGMIB_01281	12.8	4.4	PF04023.20|FeoA	PFAM:PF04023.20
contig_1	1191255	1193312	-	CNGMIB_01282	72.6	10.3	PF00999.27|Na_H_Exchanger, PF02080.26|TrkA_C	PFAM:PF00999.27, PFAM:PF02080.26
contig_1	1193596	1195449	-	CNGMIB_01283	63.3	4.1		SO:0001217, UniRef:UniRef50_D7GG01
contig_1	1196427	1197155	-	CNGMIB_01286	26.3	4.1		
contig_1	1197928	1198500	-	CNGMIB_01288	20.4	9.6	PF04203.18|Sortase	PFAM:PF04203.18
contig_1	1198643	1198852	-	CNGMIB_01289	7.5	10.1		
contig_1	1199049	1199351	-	CNGMIB_01290	10.1	10.0		
contig_1	1200352	1200624	-	CNGMIB_01291	9.7	6.0	PF00746.26|Gram_pos_anchor, PF17802.7|SpaA	PFAM:PF00746.26, PFAM:PF17802.7
contig_1	1212665	1213465	+	CNGMIB_01300	28.1	4.6	PF03446.21|NAD_binding_2	PFAM:PF03446.21
contig_1	1213820	1214368	+	CNGMIB_01301	19.6	5.3	PF07883.17|Cupin_2	PFAM:PF07883.17
contig_1	1214400	1214702	-	CNGMIB_01302	10.5	5.3		
contig_1	1214702	1215427	-	CNGMIB_01303	26.2	5.3	PF04321.23|RmlD_sub_bind, PF16363.11|GDP_Man_Dehyd	PFAM:PF04321.23, PFAM:PF16363.11
contig_1	1215820	1216575	+	CNGMIB_01304	27.7	5.5	PF13302.13|Acetyltransf_3, PF13480.13|Acetyltransf_6, PF13508.13|Acetyltransf_7, PF13527.13|Acetyltransf_9, PF13673.13|Acetyltransf_10	PFAM:PF13302.13, PFAM:PF13480.13, PFAM:PF13508.13, PFAM:PF13527.13, PFAM:PF13673.13
contig_1	1225231	1226391	+	CNGMIB_01314	40.7	5.7	PF01656.29|CbiA, PF02374.21|ArsA_ATPase, PF13614.12|AAA_31	PFAM:PF01656.29, PFAM:PF02374.21, PFAM:PF13614.12
contig_1	1227025	1228017	-	CNGMIB_01316	33.5	4.8	PF00933.27|Glyco_hydro_3	PFAM:PF00933.27
contig_1	1229943	1230602	-	CNGMIB_01318	24.3	7.2	PF00300.27|His_Phos_1	PFAM:PF00300.27
contig_1	1233626	1233922	-	CNGMIB_01322	10.3	4.6	PF02774.23|Semialdhyde_dhC	PFAM:PF02774.23
contig_1	1233883	1234659	-	CNGMIB_01323	27.6	6.0	PF01118.30|Semialdhyde_dh, PF02774.23|Semialdhyde_dhC	PFAM:PF01118.30, PFAM:PF02774.23
contig_1	1237413	1237733	-	CNGMIB_01327	10.6	5.6		
contig_1	1238011	1238265	+	CNGMIB_01328	9.1	4.3		
contig_1	1241362	1241826	+	CNGMIB_01331	16.5	6.8		
contig_1	1242719	1243384	+	CNGMIB_01333	23.5	8.6	PF00005.33|ABC_tran, PF13555.12|AAA_29	PFAM:PF00005.33, PFAM:PF13555.12
contig_1	1243941	1244063	+	CNGMIB_01334	4.2	5.5		
contig_1	1244060	1244386	+	CNGMIB_01335	11.8	4.9		
contig_1	1245947	1246702	+	CNGMIB_01338	26.0	5.0	PF01487.21|DHquinase_I	PFAM:PF01487.21
contig_1	1246699	1247019	+	CNGMIB_01339	11.7	9.3		
contig_1	1247016	1247384	+	CNGMIB_01340	13.2	11.0		
contig_1	1250960	1251316	-	CNGMIB_01342	13.0	9.7	PF11774.14|Lsr2, PF23359.1|Lsr2_DNA-bd	PFAM:PF11774.14, PFAM:PF23359.1
contig_1	1252432	1252806	-	CNGMIB_01344	13.5	4.8	PF02152.23|FolB	PFAM:PF02152.23
contig_1	1255129	1256211	-	CNGMIB_01348	38.7	4.8		
contig_1	1256184	1257587	-	CNGMIB_01349	51.3	9.5	PF13245.12|AAA_19, PF13401.12|AAA_22, PF13604.12|AAA_30	PFAM:PF13245.12, PFAM:PF13401.12, PFAM:PF13604.12
contig_1	1257659	1257964	-	CNGMIB_01350	11.4	5.0	PF00156.33|Pribosyltran	PFAM:PF00156.33
contig_1	1260619	1261563	-	CNGMIB_01353	31.7	4.7		
contig_1	1261563	1261988	-	CNGMIB_01354	14.0	10.0		
contig_1	1264024	1264566	+	CNGMIB_01357	19.2	5.1	PF00300.27|His_Phos_1	PFAM:PF00300.27
contig_1	1265629	1265784	+	CNGMIB_01359	5.8	12.0		
contig_1	1275747	1276532	+	CNGMIB_01367	28.9	11.4	PF13439.12|Glyco_transf_4, PF13579.12|Glyco_trans_4_4	PFAM:PF13439.12, PFAM:PF13579.12
contig_1	1276489	1276926	+	CNGMIB_01368	15.2	6.1	PF13524.12|Glyco_trans_1_2, PF13692.12|Glyco_trans_1_4	PFAM:PF13524.12, PFAM:PF13692.12
contig_1	1276923	1277540	-	CNGMIB_01369	22.4	5.3		
contig_1	1281289	1281426	+	CNGMIB_01372	5.2	12.0		
contig_1	1281857	1282207	+	CNGMIB_01374	12.6	9.4		
contig_1	1283361	1284326	+	CNGMIB_01376	34.5	4.1	PF01424.28|R3H	PFAM:PF01424.28
contig_1	1284569	1285117	+	CNGMIB_01377	19.7	4.7	PF05175.20|MTS	PFAM:PF05175.20
contig_1	1286129	1287649	+	CNGMIB_01378	54.4	4.8	PF00142.24|Fer4_NifH, PF01656.29|CbiA, PF02374.21|ArsA_ATPase, PF06564.18|CBP_BcsQ, PF09140.17|MipZ, PF13614.12|AAA_31	PFAM:PF00142.24, PFAM:PF01656.29, PFAM:PF02374.21, PFAM:PF06564.18, PFAM:PF09140.17, PFAM:PF13614.12
contig_1	1289383	1289706	-	CNGMIB_01381	11.8	4.5	PF00085.26|Thioredoxin, PF13098.12|Thioredoxin_2, PF13905.12|Thioredoxin_8	PFAM:PF00085.26, PFAM:PF13098.12, PFAM:PF13905.12
contig_1	1291276	1292595	+	CNGMIB_01383	46.2	5.6		
contig_1	1292724	1293443	-	CNGMIB_01384	26.1	4.8	PF00300.27|His_Phos_1	PFAM:PF00300.27
contig_1	1293440	1293769	-	CNGMIB_01385	11.5	7.9		
contig_1	1298229	1298597	-	CNGMIB_01388	12.7	7.8		
contig_1	1298585	1299718	-	CNGMIB_01389	40.3	10.6		
contig_1	1300162	1301244	-	CNGMIB_01390	40.3	6.5	PF01743.26|PolyA_pol, PF12627.12|PolyA_pol_RNAbd	PFAM:PF01743.26, PFAM:PF12627.12
contig_1	1301190	1301609	-	CNGMIB_01391	15.2	5.8	PF01743.26|PolyA_pol	PFAM:PF01743.26
contig_1	1303854	1304894	+	CNGMIB_01393	36.1	5.7	PF01497.23|Peripla_BP_2	PFAM:PF01497.23
contig_1	1306725	1306976	+	CNGMIB_01396	8.4	4.9		
contig_1	1306961	1307515	+	CNGMIB_01397	19.8	8.7		
contig_1	1307555	1307872	-	CNGMIB_01398	11.4	8.2		
contig_1	1312572	1312775	+	CNGMIB_01402	7.2	10.5		
contig_1	1312803	1313444	-	CNGMIB_01403	23.1	7.0		SO:0001217, UniRef:UniRef50_A0A0B7NTN2
contig_1	1319170	1319403	+	CNGMIB_01409	8.1	8.7		
contig_1	1319899	1320198	-	CNGMIB_01410	11.2	5.3		SO:0001217, UniRef:UniRef50_D7GH91
contig_1	1321106	1321972	+	CNGMIB_01411	30.5	11.4		
contig_1	1321957	1322361	+	CNGMIB_01412	13.5	10.7		
contig_1	1331760	1332881	+	CNGMIB_01419	42.1	4.9	PF00199.24|Catalase	PFAM:PF00199.24
contig_1	1332999	1333328	-	CNGMIB_01420	12.7	5.7		
contig_1	1333882	1334382	-	CNGMIB_01421	18.5	5.3	PF13193.12|AMP-binding_C	PFAM:PF13193.12
contig_1	1334376	1335548	-	CNGMIB_01422	43.1	5.8		
contig_1	1339490	1340230	+	CNGMIB_01425	26.2	9.8		
contig_1	1341440	1341907	+	CNGMIB_01427	16.9	6.0	PF00128.31|Alpha-amylase	PFAM:PF00128.31
contig_1	1344507	1345046	+	CNGMIB_01430	19.8	5.5		
contig_1	1345028	1345483	+	CNGMIB_01431	16.1	5.1	PF00067.27|p450	PFAM:PF00067.27
contig_1	1345480	1345767	+	CNGMIB_01432	10.2	4.5	PF00067.27|p450	PFAM:PF00067.27
contig_1	1345827	1346258	-	CNGMIB_01433	15.4	10.6		
contig_1	1347656	1349329	-	CNGMIB_01435	63.1	5.4	PF13910.11|DUF4209, PF24098.1|DUF7380	PFAM:PF13910.11, PFAM:PF24098.1
contig_1	1350654	1350992	+	CNGMIB_01437	12.6	5.5		
contig_1	1353116	1354960	+	CNGMIB_01439	64.1	5.2		SO:0001217, UniRef:UniRef50_D7GH67
contig_1	1354957	1355928	+	CNGMIB_01440	34.9	10.5		
contig_1	1355877	1356110	+	CNGMIB_01441	8.7	12.0		
contig_1	1356218	1356643	+	CNGMIB_01442	15.6	5.2	PF00128.31|Alpha-amylase	PFAM:PF00128.31
contig_1	1356601	1357164	+	CNGMIB_01443	21.2	4.8	PF00128.31|Alpha-amylase	PFAM:PF00128.31
contig_1	1357199	1357483	+	CNGMIB_01444	10.7	6.9		
contig_1	1357997	1358719	-	CNGMIB_01445	25.9	6.7		
contig_1	1361292	1362416	-	CNGMIB_01448	40.2	5.2	PF00395.25|SLH	PFAM:PF00395.25
contig_1	1362398	1362628	-	CNGMIB_01449	7.5	5.9		
contig_1	1362634	1363077	-	CNGMIB_01450	14.6	5.2		
contig_1	1363152	1363775	-	CNGMIB_01451	21.9	6.8	PF00560.39|LRR_1, PF12799.13|LRR_4, PF13855.12|LRR_8, PF14580.12|LRR_9, PF23952.1|LRR_EndoS	PFAM:PF00560.39, PFAM:PF12799.13, PFAM:PF13855.12, PFAM:PF14580.12, PFAM:PF23952.1
contig_1	1365176	1366978	-	CNGMIB_01453	61.2	5.4	PF12799.13|LRR_4, PF13855.12|LRR_8, PF14580.12|LRR_9, PF23211.1|LRR_LRWD1, PF23952.1|LRR_EndoS	PFAM:PF12799.13, PFAM:PF13855.12, PFAM:PF14580.12, PFAM:PF23211.1, PFAM:PF23952.1
contig_1	1370049	1370342	+	CNGMIB_01457	10.9	5.0		
contig_1	1370414	1370710	-	CNGMIB_01458	10.6	4.1		
contig_1	1374279	1374731	+	CNGMIB_01463	16.1	9.4	PF01281.25|Ribosomal_L9_N, PF03948.19|Ribosomal_L9_C	PFAM:PF01281.25, PFAM:PF03948.19
contig_1	1376680	1377777	-	CNGMIB_01465	38.9	6.8		
contig_1	1379122	1379298	-	CNGMIB_01467	6.5	9.8		
contig_1	1379295	1380116	-	CNGMIB_01468	29.7	10.4		
contig_1	1382208	1382486	-	CNGMIB_01470	9.7	10.2		
contig_1	1382514	1382804	-	CNGMIB_01471	10.2	10.6		
contig_1	1382818	1383090	-	CNGMIB_01472	10.3	4.5		
contig_1	1383101	1383598	-	CNGMIB_01473	18.5	4.3	PF14300.12|DMP19	PFAM:PF14300.12
contig_1	1384739	1384969	+	CNGMIB_01475	8.5	4.9		
contig_1	1385073	1385753	-	CNGMIB_01476	22.8	8.0		
contig_1	1387338	1387796	-	CNGMIB_01479	16.1	11.0		
contig_1	1388154	1388798	+	CNGMIB_01480	24.2	10.1	PF00106.31|adh_short, PF13561.12|adh_short_C2	PFAM:PF00106.31, PFAM:PF13561.12
contig_1	1388945	1390519	+	CNGMIB_01481	59.0	4.8		
contig_1	1390530	1390967	+	CNGMIB_01482	15.6	5.0		
contig_1	1390970	1391467	+	CNGMIB_01483	18.6	10.9	PF10722.14|YbjN	PFAM:PF10722.14
contig_1	1391920	1392495	-	CNGMIB_01484	19.7	10.0		
contig_1	1392476	1392814	-	CNGMIB_01485	11.9	10.6		
contig_1	1395427	1396035	-	CNGMIB_01488	22.8	6.1	PF00282.25|Pyridoxal_deC	PFAM:PF00282.25
contig_1	1396593	1397336	+	CNGMIB_01489	26.3	5.0	PF00581.25|Rhodanese	PFAM:PF00581.25
contig_1	1397363	1397866	+	CNGMIB_01490	17.9	10.5	PF00356.27|LacI	PFAM:PF00356.27
contig_1	1397833	1398405	+	CNGMIB_01491	20.4	7.2	PF13377.12|Peripla_BP_3	PFAM:PF13377.12
contig_1	1399848	1400267	+	CNGMIB_01493	14.4	5.1		
contig_1	1401945	1402139	+	CNGMIB_01496	6.8	10.2	PF05225.22|HTH_psq, PF13384.12|HTH_23, PF13518.12|HTH_28, PF13551.12|HTH_29	PFAM:PF05225.22, PFAM:PF13384.12, PFAM:PF13518.12, PFAM:PF13551.12
contig_1	1407613	1408170	-	CNGMIB_01501	19.8	6.9	PF13377.12|Peripla_BP_3	PFAM:PF13377.12
contig_1	1408201	1408461	+	CNGMIB_01502	9.0	11.8		
contig_1	1409867	1410001	-	CNGMIB_01504	4.8	4.6		
contig_1	1411550	1411723	+	CNGMIB_01506	5.7	5.0		
contig_1	1411738	1412466	+	CNGMIB_01507	26.9	5.8	PF01408.29|GFO_IDH_MocA, PF02894.22|GFO_IDH_MocA_C, PF22725.1|GFO_IDH_MocA_C3	PFAM:PF01408.29, PFAM:PF02894.22, PFAM:PF22725.1
contig_1	1414010	1414207	+	CNGMIB_01509	7.2	4.1		
contig_1	1415397	1415741	-	CNGMIB_01511	13.0	9.9		
contig_1	1415790	1415987	+	CNGMIB_01512	6.8	9.5		
contig_1	1416717	1420004	+	CNGMIB_01513	121.6	5.8	PF22085.1|NorB_cytochrome_c-like	PFAM:PF22085.1
contig_1	1420974	1421093	-	CNGMIB_01515	4.0	4.1		
contig_1	1421337	1421690	+	CNGMIB_01516	12.5	4.9		
contig_1	1421708	1422763	-	CNGMIB_01517	38.4	8.3		SO:0001217, UniRef:UniRef50_D7GHM5
contig_1	1422846	1423004	+	CNGMIB_01518	5.8	9.5	PF07332.16|Phage_holin_3_6	PFAM:PF07332.16
contig_1	1423001	1423564	+	CNGMIB_01519	19.5	4.6		
contig_1	1424768	1425022	+	CNGMIB_01521	8.8	4.1		
contig_1	1426268	1426774	-	CNGMIB_01523	18.4	9.8	PF00724.26|Oxidored_FMN	PFAM:PF00724.26
contig_1	1429085	1429465	+	CNGMIB_01526	13.1	9.5		
contig_1	1431783	1431959	-	CNGMIB_01530	6.3	4.4		
contig_1	1432032	1433021	+	CNGMIB_01531	35.4	5.1	PF00512.31|HisKA, PF00672.30|HAMP, PF02518.31|HATPase_c	PFAM:PF00512.31, PFAM:PF00672.30, PFAM:PF02518.31
contig_1	1434310	1435122	-	CNGMIB_01533	29.2	8.0		
contig_1	1436589	1439249	-	CNGMIB_01535	93.5	5.6	PF00370.27|FGGY_N, PF02782.22|FGGY_C, PF07479.19|NAD_Gly3P_dh_C	PFAM:PF00370.27, PFAM:PF02782.22, PFAM:PF07479.19
contig_1	1439944	1440840	-	CNGMIB_01536	33.6	11.1	PF04055.27|Radical_SAM	PFAM:PF04055.27
contig_1	1442330	1442977	+	CNGMIB_01538	22.8	5.2	PF00724.26|Oxidored_FMN	PFAM:PF00724.26
contig_1	1442980	1443324	+	CNGMIB_01539	12.5	5.9	PF01022.26|HTH_5, PF01047.28|MarR, PF01978.25|TrmB, PF09339.16|HTH_IclR, PF12840.13|HTH_20, PF13412.12|HTH_24	PFAM:PF01022.26, PFAM:PF01047.28, PFAM:PF01978.25, PFAM:PF09339.16, PFAM:PF12840.13, PFAM:PF13412.12
contig_1	1448196	1448600	-	CNGMIB_01543	13.2	8.8		
contig_1	1448643	1448915	+	CNGMIB_01544	9.3	10.0		
contig_1	1450332	1451207	+	CNGMIB_01546	32.2	5.7	PF00285.26|Citrate_synt	PFAM:PF00285.26
contig_1	1451204	1451635	+	CNGMIB_01547	16.4	5.9	PF00285.26|Citrate_synt	PFAM:PF00285.26
contig_1	1455518	1456243	+	CNGMIB_01550	26.4	5.3		
contig_1	1456236	1456721	+	CNGMIB_01551	17.5	11.0	PF01149.29|Fapy_DNA_glyco	PFAM:PF01149.29
contig_1	1456679	1456828	+	CNGMIB_01552	5.3	9.7	PF06831.19|H2TH	PFAM:PF06831.19
contig_1	1456978	1457097	+	CNGMIB_01553	4.2	9.4	PF06827.20|zf-FPG_IleRS	PFAM:PF06827.20
contig_1	1457356	1457649	+	CNGMIB_01554	10.1	4.1		
contig_1	1457661	1458890	+	CNGMIB_01555	44.5	5.4	PF00370.27|FGGY_N, PF02782.22|FGGY_C	PFAM:PF00370.27, PFAM:PF02782.22
contig_1	1459068	1459886	+	CNGMIB_01556	29.1	8.7		
contig_1	1464587	1465603	-	CNGMIB_01561	39.0	4.8	PF12008.13|EcoR124_C, PF22679.2|T1R_D3-like	PFAM:PF12008.13, PFAM:PF22679.2
contig_1	1465588	1467627	-	CNGMIB_01562	77.8	10.7		
contig_1	1467624	1468808	-	CNGMIB_01563	44.6	6.7	PF01420.25|Methylase_S	PFAM:PF01420.25
contig_1	1470427	1472247	-	CNGMIB_01566	63.4	6.0	PF00005.33|ABC_tran, PF13304.12|AAA_21, PF13555.12|AAA_29	PFAM:PF00005.33, PFAM:PF13304.12, PFAM:PF13555.12
contig_1	1477832	1478512	-	CNGMIB_01571	24.5	9.3		SO:0001217, UniRef:UniRef50_D7GHS8
contig_1	1479092	1479199	-	CNGMIB_01572	3.3	12.0		
contig_1	1479290	1480039	+	CNGMIB_01573	26.4	5.5		
contig_1	1483485	1483745	+	CNGMIB_01576	9.4	5.7		
contig_1	1493823	1494449	+	CNGMIB_01584	22.8	7.8		
contig_1	1494421	1494546	-	CNGMIB_01585	4.2	4.1		
contig_1	1494568	1494738	-	CNGMIB_01586	5.7	4.1		
contig_1	1498349	1498786	+	CNGMIB_01590	15.7	10.7		
contig_1	1504122	1504502	+	CNGMIB_01594	13.1	11.1		
contig_1	1504573	1505235	+	CNGMIB_01595	23.9	5.9		
contig_1	1505942	1506871	+	CNGMIB_01596	32.3	5.4		
contig_1	1506814	1507053	+	CNGMIB_01597	8.2	6.4		
contig_1	1507047	1508048	+	CNGMIB_01598	34.8	9.3		
contig_1	1508045	1509088	+	CNGMIB_01599	36.3	9.9		SO:0001217, UniRef:UniRef50_UPI000544373B
contig_1	1509078	1510133	+	CNGMIB_01600	36.4	10.7	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_1	1510091	1510801	+	CNGMIB_01601	24.7	6.9		
contig_1	1513415	1514029	+	CNGMIB_01604	22.1	6.1	PF01882.25|DUF58	PFAM:PF01882.25
contig_1	1514013	1514633	+	CNGMIB_01605	22.0	5.9		
contig_1	1516635	1517498	+	CNGMIB_01608	30.4	9.4	PF07719.23|TPR_2	PFAM:PF07719.23
contig_1	1517520	1518014	-	CNGMIB_01609	17.2	10.0		
contig_1	1518171	1518473	+	CNGMIB_01610	10.2	11.3		
contig_1	1518915	1519160	+	CNGMIB_01611	8.2	11.2		SO:0001217, UniRef:UniRef50_A0A2C7YQ05
contig_1	1521105	1521665	+	CNGMIB_01613	20.2	6.0	PF01325.25|Fe_dep_repress, PF02742.21|Fe_dep_repr_C, PF04023.20|FeoA	PFAM:PF01325.25, PFAM:PF02742.21, PFAM:PF04023.20
contig_1	1521900	1522736	+	CNGMIB_01614	28.9	10.0	PF00415.24|RCC1, PF13540.12|RCC1_2	PFAM:PF00415.24, PFAM:PF13540.12
contig_1	1522733	1523698	+	CNGMIB_01615	32.6	4.8	PF00415.24|RCC1, PF13540.12|RCC1_2	PFAM:PF00415.24, PFAM:PF13540.12
contig_1	1524047	1524484	-	CNGMIB_01616	15.9	6.1		SO:0001217, UniRef:UniRef50_A0A2C7YQ04
contig_1	1526674	1527165	+	CNGMIB_01618	17.7	5.4		
contig_1	1527132	1527854	+	CNGMIB_01619	26.5	4.8	PF01964.24|ThiC_Rad_SAM	PFAM:PF01964.24
contig_1	1527836	1528564	+	CNGMIB_01620	25.5	5.3	PF01964.24|ThiC_Rad_SAM	PFAM:PF01964.24
contig_1	1528651	1529355	-	CNGMIB_01621	24.4	8.6		
contig_1	1529315	1529809	-	CNGMIB_01622	18.1	10.3		
contig_1	1530070	1530402	-	CNGMIB_01623	12.2	5.3	PF01402.27|RHH_1	PFAM:PF01402.27
contig_1	1530601	1530720	+	CNGMIB_01624	4.1	8.8		
contig_1	1530921	1531490	+	CNGMIB_01625	21.0	5.2		SO:0001217, UniRef:UniRef50_D7GGB7
contig_1	1533707	1534672	-	CNGMIB_01628	33.3	9.6		
contig_1	1534633	1535109	-	CNGMIB_01629	16.3	10.7		
contig_1	1535515	1535787	+	CNGMIB_01630	9.9	6.7	PF01047.28|MarR	PFAM:PF01047.28
contig_1	1537868	1538590	+	CNGMIB_01632	25.2	6.5		
contig_1	1539391	1539672	-	CNGMIB_01634	9.6	7.8		
contig_1	1539784	1540119	-	CNGMIB_01635	11.6	11.9		
contig_1	1541769	1542413	+	CNGMIB_01637	23.1	4.5		
contig_1	1542374	1542529	+	CNGMIB_01638	5.2	5.0		
contig_1	1542645	1542794	-	CNGMIB_01639	5.0	11.1		
contig_1	1542749	1542871	-	CNGMIB_01640	4.3	5.9		
contig_1	1542986	1543459	-	CNGMIB_01641	16.4	9.3	PF07332.16|Phage_holin_3_6	PFAM:PF07332.16
contig_1	1543794	1544081	-	CNGMIB_01642	9.7	9.5		
contig_1	1544039	1545016	-	CNGMIB_01643	35.1	9.0		
contig_1	1549616	1550359	+	CNGMIB_01648	25.7	7.0	PF00482.28|T2SSF	PFAM:PF00482.28
contig_1	1550491	1551096	-	CNGMIB_01649	21.9	5.0	PF00805.28|Pentapeptide, PF13576.12|Pentapeptide_3, PF13599.12|Pentapeptide_4, PF23894.2|LD_SV2	PFAM:PF00805.28, PFAM:PF13576.12, PFAM:PF13599.12, PFAM:PF23894.2
contig_1	1551255	1551566	+	CNGMIB_01650	11.0	9.1		
contig_1	1551697	1552155	+	CNGMIB_01651	15.9	11.3		
contig_1	1552316	1552840	+	CNGMIB_01652	18.0	9.0		
contig_1	1552809	1553075	-	CNGMIB_01653	9.2	5.1	PF20058.4|DUF6457	PFAM:PF20058.4
contig_1	1554269	1554616	+	CNGMIB_01655	12.1	6.0		
contig_1	1554784	1555479	+	CNGMIB_01656	24.3	8.6	PF00037.32|Fer4, PF12838.12|Fer4_7	PFAM:PF00037.32, PFAM:PF12838.12
contig_1	1555541	1557079	+	CNGMIB_01657	55.3	7.0	PF00384.28|Molybdopterin, PF04879.21|Molybdop_Fe4S4, PF10518.14|TAT_signal	PFAM:PF00384.28, PFAM:PF04879.21, PFAM:PF10518.14
contig_1	1557027	1558214	+	CNGMIB_01658	43.9	5.7	PF00384.28|Molybdopterin, PF01568.27|Molydop_binding	PFAM:PF00384.28, PFAM:PF01568.27
contig_1	1559873	1560787	-	CNGMIB_01661	33.1	5.6	PF09369.15|MZB	PFAM:PF09369.15
contig_1	1560820	1562334	-	CNGMIB_01662	53.5	7.8	PF00270.35|DEAD, PF00271.37|Helicase_C	PFAM:PF00270.35, PFAM:PF00271.37
contig_1	1562584	1563561	+	CNGMIB_01663	34.7	6.0	PF05175.20|MTS, PF08241.18|Methyltransf_11, PF13649.12|Methyltransf_25, PF23186.1|DUF7059	PFAM:PF05175.20, PFAM:PF08241.18, PFAM:PF13649.12, PFAM:PF23186.1
contig_1	1563716	1564099	+	CNGMIB_01664	13.0	4.1	PF25004.1|DUF7782	PFAM:PF25004.1
contig_1	1566579	1567292	+	CNGMIB_01666	25.2	10.1	PF13368.11|Toprim_C_rpt	PFAM:PF13368.11
